NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
Hassan Anchors,4881108,19,2,58,2,0,0,4,8,2,81,55,66,beginner_front_end
Steven Jordan,13234579,5,52,63,9,4,8,3,6,6,76,63,77,advanced_backend
Deon Henderson,13607964,72,51,37,5,7,3,3,2,3,59,75,62,advanced_front_end
William Solomon,69191052,66,5,19,4,3,6,2,4,2,65,59,69,beginner_front_end
Lori Haynes,95779972,47,51,35,2,6,5,2,7,2,79,63,56,beginner_backend
Rosa Turner,16219565,29,17,37,2,5,8,4,6,0,82,100,81,beginner_data_science
John Larsen,64818207,31,25,0,6,7,5,5,0,7,83,78,66,advanced_backend
Marcelo Reynolds,40884358,53,43,0,0,3,4.048091374,2,5,5,80,53,43,beginner_front_end
William Clinkscales,57771674,20,37,57,7,1,3,2,1,5,49,71,67,beginner_data_science
Wesley Green,42792016,20,25,40,2,1,5,1,4,4,65,82,82,beginner_data_science
Jeffrey Lyon,82768902,23,0,47,2,0,1,2,6,2,79,47,65,beginner_front_end
Kenneth Adams,49992308,60,56,52,3,6,1,4,2,3,35,56,69,beginner_data_science
Joseph Silkenson,83141653,53,58,33,3,4,4,5,1,6,79,71,59,advanced_backend
Jason Tucker,9704828,46,71,13,3,0,4,2,7,0,51,53,69,beginner_backend
Elizabeth Brown,58996594,11,25,47,2,6,5,3,7,3,75,87,79,beginner_backend
Ann Guffey,40909319,43,55,29,4,1,6,2,4,6,56,50,75,advanced_data_science
Scott Lopez,43975475,0,0,8,2,3,7,5,4,1,72,87,84,beginner_data_science
Terry Eshom,43516268,36,48,13,2,7,2,4,5,3,40,83,68,advanced_front_end
Gary Woods,86694854,49,74,8,3,6,3,1,6,6,81,44,38,beginner_front_end
Hershel Andrus,62487827,40,54,41,2,6,0,4,5,1,66,73,84,advanced_front_end
Alex Walquist,19774126,23,41,40,3,6,4,1,3,4,48,75,87,beginner_data_science
Deneen Collins,23549742,60,39,34,4,3,5,2,6,5,53,53,62,advanced_data_science
Lisa Jones,51598006,10,46,43,3,6,5,5,7,3,81,82,68,advanced_front_end
Helen Linker,34262425,17,21,46,1,2,5,2,6,3,49,85,83,beginner_data_science
Natalie Brown,48132058,37,38,64,4,1,3,4,3,5,71,83,71,beginner_data_science
Christopher Ramsey,48131725,39,53,41,3,0,0,5,0,9,63,67.18730557,75,beginner_backend
Jeffery Maffei,38670804,52,58,13,4,5,5,6,3,6,57,65,42,advanced_backend
Edward Quirk,83537254,11,15,20,3,2,3,3,3,4,44,40,67,beginner_data_science
Cynthia Thiele,23858390,35,70,26,3,3,4,2,2,6,67,82,70,beginner_backend
Dawn Gressler,54870901,33,49,39,5,7,3,4,4,5,79,81,84,beginner_backend
Patrick Perry,56469382,55,62,14,8,3,6,5,6,1,53,54,65,advanced_data_science
Alfred Mcintosh,78843477,73,38,59,3,5,3,4,8,4,53,51,55,advanced_data_science
Jackie Lee,35898070,1,50,41,5,3,5,5,1,5,78,84,87,advanced_backend
Elizabeth Davis,57169243,60,44,41,5,3,5,3,5,2,64,56,66,advanced_data_science
Tammy Kim,31118560,51,39,57,4,3,0,5,4,3,69,45,53,beginner_data_science
Brooks Stjohn,11812217,25,47,24,2,7,3,4,5,3,49,71,62,advanced_front_end
Esther Storlie,20023985,23,53,59,4,2,4,4,7,5,69,68,83,advanced_front_end
Mary Frazier,99109177,58,16,1,0,3,3,2,4,1,66,45,57,beginner_front_end
Marco Byers,23326295,47,42,46,3,3,4,2,8,1,72,66,75,beginner_backend
Robert Bates,11003982,29,72,2,0,0,5,3,1,5,70,86,59,beginner_backend
Alma Todd,657291,61,2,50,3,7,5,7,6,5,64,68,79,beginner_front_end
John Duhart,13180660,55,15,40,7,3,6,2,2,2,49,82,60,advanced_data_science
Simone Crawford,87995222,45,67,18,4,0,4,4,5,1,65,67,53,beginner_backend
Albert Muniz,89826730,40,58,45,3,2,6,2,5,5,58,74,85,advanced_data_science
Teri Robinson,81035698,26,60,49,3,5,3,4,5,3,70,77,68,advanced_front_end
Lawrence Byrom,38119288,1,47,58,3,0,5,7,4,10,86,90,75,advanced_backend
Melanie Russell,66032414,20,102,27,5,9,4,7,5,3,58,75,48,advanced_front_end
Wendy Wright,70697529,58,47,38,4,4,1,4,4,4,62,74,81,beginner_data_science
Joseph Ziolkowski,57005690,5,11,22,1,4,10,0,2,2,56,73,80,beginner_data_science
Geraldine Elliott,76917436,54,18,34,1,5,5,4,8,0,76,53,74,beginner_front_end
Albert Milardo,99014558,36,17,70,1,3,1,4,5,3,57,66,72,beginner_data_science
Rudolph Bernardo,67057268,63,12,41,1,3,3,3,5,1,59,37,56,beginner_front_end
Ronald Ramirez,28698555,70,58,57,6,5,1,1,3,2,40,84,45,advanced_front_end
Kathleen Gwyn,70861764,50,37,34,3,5,2,4,3,2,55,51,64,advanced_data_science
Rosa Alba,21714774,31,33,48,1,1,3,5,3,3,53,50,51,beginner_data_science
Laura Mitchell,91892102,33,62,61,3,5,0,3,7,5,75,42,36,beginner_front_end
Reginald Williamson,16756814,45,75,35,5,6,6,6,4,7,54,52,61,advanced_backend
Richard Matlock,62016201,30,45,10,3,5,2,2,5,3,59,49,77,beginner_data_science
Eric Hartman,58114393,15,31,17,0,8,3,3,4,3,53,68,59,advanced_front_end
Joseph Thornton,27505740,38,6,47,0,4,2,2,5,0,77,38,60,beginner_front_end
Mary Salley,24618896,0,87,65,5,6,3,2,5,2,56,63,43,advanced_front_end
Amanda Labonte,43131095,70,64,76,5,0,4,6,0,5,54,67.18730557,55,beginner_backend
Rachel Ollar,24027034,41,27,57,4,6,2,5,2,2,70,78,65,beginner_front_end
Nilsa Boersma,82213887,0,76,40,5,1,7,5,0,3,88,61,88,advanced_backend
Stephanie Deaton,37737086,55,19,20,1,5,3,4,2,1,63,69,62,beginner_front_end
Sheryl Parker,27024698,64,26,0,6,3,5,4,5,1,49,64,52,advanced_data_science
Maryellen Thomas,76553559,52,37,42,1,5,2,1,5,3,51,68,87,beginner_data_science
Catherine Harris,72345484,70,60,15,3,4,7,2,2,6,66,68,48,advanced_backend
Joanne Lane,23743625,9,23,64,1,4,4,4,8,4,59,67,69,advanced_front_end
John Medrano,70384522,16,26,64,2,6,4.048091374,5,2,4,93,94,66,beginner_backend
Danuta Kimbrell,12189312,36,45,25,4,5,3,2,3,2,59,49,65,advanced_data_science
John Arellano,14923410,47,37,46,3,0,3,4,7,6,68,85,78,advanced_backend
Kristen Morton,83671240,66,94,38,6,7,1,4,4,3,43,80,55,advanced_front_end
Maria Lebrun,71664430,34,37,70,4,3,3,1,5,3,53,64,47,advanced_front_end
Lucien Kaufman,73338900,56,77,14,5,6,3,5,4,4,53,86,68,advanced_front_end
Donnie Piper,73169271,5,86,44,4,7,2,7,7,4,74,84,81,advanced_front_end
Dorothy Aurand,542338,57,47,7,1,2,3,0,6,3,81,19,32,beginner_front_end
Joette Primus,51136583,28,19,58,3,2,2,2,2,4,43,67,71,beginner_data_science
Bette Worm,65817786,27,20,76,2,0,3,6,3,4,61,60,50,beginner_data_science
Richard Risser,13711256,58,50,79,5,3,2,3,2,5,56,74,72,beginner_data_science
Alfred Mahone,87895255,40,36,41,1,5,6,2,5,3,47,72,32,advanced_front_end
Roger Patel,466860,36,6,34,0,7,4,3,5,3,45,64,48,advanced_front_end
Sebastian Wyse,86551146,18,56,80,4,4,6,3,6,2,65,57,30,advanced_front_end
Margaret Culver,56093829,42,61,36,4,2,5,4,7,5,60,71,77,advanced_data_science
Bryant Wright,6038556,53,31,44,3,7,3,2,3,2,67,80,55,advanced_front_end
Liliana Gross,53472309,53,54,3,7,4,6,3,5,0,62,76,70,advanced_data_science
Richard Mellott,62406238,67,43,99,2,3,5,3,5,7,54,71,90,advanced_data_science
Amber Moritz,1139915,40,95,46,6,5,4,3,3,3,76,79,49,advanced_front_end
Matthew Bonk,30094788,53,42,94,2,2,2,2,4,4,43,75,69,beginner_data_science
Reginald Reeder,79946847,34,26,40,0,2,5,2,6,5,73,56,64,beginner_backend
Randy Gally,19094159,9,51,75,3,2,6,2,6,4,71,73,43,advanced_front_end
Richard Johnson,18923435,26,90,47,4,2,5,7,0,2,82,46,69,advanced_backend
Todd Aronson,58929307,22,40,61,6,4,9,3,0,4,72,100,78,beginner_data_science
James Dorsey,32810303,0,34,13,1,5,3,1,4,2,100,77,66,beginner_backend
Kevin Pace,27435735,53,85,13,6,4,2,1,7,0,85,86,78,beginner_backend
Deborah Kane,95278347,49,43.5522635,25,1,1,3,0,6,1,71,63,62,beginner_backend
Thomas Coggin,48239262,75,9,44,4,5,7,3,6,3,53,39,68,beginner_front_end
Christopher Morton,66525503,51,87,59,3,3,6,4,4,6,59,52,88,advanced_data_science
Tina Reed,59011220,7,60,32,5,2,8,4,0,7,85,76,72,advanced_backend
Christine Davignon,32393635,28,48,20,2,6,0,0,7,2,83,74,48,beginner_front_end
Latoya Phillips,39359843,59,62,21,6,3,5,7,5,4,50,47,63,advanced_data_science
Loretta Clark,49933099,30,19,13,1,0,2,0,9,1,92,39,54,beginner_front_end
Karen Greene,57339298,29,50,9,5,6,6,5,1,5,71,75,49,advanced_backend
Heather Gibson,12671012,18,62,26,6,8,7,0,0,5,65,61,92,beginner_data_science
Jose Beckham,41974574,46,40,62,1,4,3,1,6,3,59,42,54,advanced_data_science
Tim Mcmullin,1654431,97,8,33,2,7,6,1,2,0,41,35,62,beginner_front_end
Richard Butler,87251616,45,51,93,5,3,1,1,3,4,43,58,64,beginner_data_science
Patrick Watters,27938683,36,61,29,6,6,4,1,9,1,58,64,79,beginner_backend
Kathryn Campbell,350922,90,26,0,1,5,5,0,2,3,53,38,46,beginner_front_end
Karen Kinsella,43461480,21,62,66,1,2,0,2,6,2,53,72,82,advanced_front_end
Delia Phillips,19209005,12,28,48,6,4,6,3,1,4,78,79,70,beginner_data_science
Teresa Roark,95977625,38,43,20,5,2,7,2,6,3,56,79,61,advanced_backend
Betsy Dawson,72204684,62,55,25,3,3,5,3,7,5,60,58,84,advanced_data_science
Vernon Vigil,3594226,1,49,28,6,5,0,1,5,1,84,73,80,beginner_backend
David Clark,81218405,27,65,0,6,3,5,3,8,1,62,38,43,advanced_data_science
Patricia Dye,7554932,15,61,33,2,0,2,1,3,6,65,88,90,beginner_backend
Danny Parker,81289987,30,0,30,1,5,4,3,7,5,46,76,68,advanced_front_end
Donald Wade,54644415,39,66,17,4,3,5,4,4,4,68,88,78,beginner_backend
Rebekah Snyder,83071396,69,86,16,3,0,0,0,6,4,41,50,72,beginner_backend
Daniel Johnston,9615164,18,28,39,3,6,2,1,5,4,52,91,58,advanced_front_end
Judy Branche,21459113,19,10,43,2,2,1,2,4,6,70,75,76,beginner_data_science
Allen Parnell,8754741,34,24,10,7,3,7,6,4,9,84,75,63,advanced_backend
Janette Luce,68019464,14,0,35,1,1,7,4,5,1,44,65,67,beginner_data_science
Sherill Wilson,83028933,0,16,22,0,3,3,2,1,9,84,77,70,beginner_backend
Robert Hansen,7111279,31,39,42,3,3,2,3,9,0,77,54,68,beginner_backend
Brenda Davis,79189223,0,70,60,0,0,5,9,0,6,83,67.18730557,73,advanced_backend
David Carman,85517685,32,28,35,1,5,6,2,4,1,58,60,37,advanced_front_end
Kevin Pieper,93630178,14,25,49,1,5,6,5,4,4,86,95,75,beginner_backend
Carol Brumbaugh,39460450,0,12,58,0,3,1,1,9,4,18,66,57,advanced_front_end
Peter Stefanatos,84278719,54,69,39,6,2,0,4,8,0,47,64,67.1104446,beginner_backend
Kristie Fritcher,86658975,36,27,15,6,5,4,2,3,1,49,81,77,advanced_data_science
Carmen Szczesny,32431741,22,25,38,3.698608191,3,7,3,4,3,70,90,77,beginner_data_science
Randy Savage,93637446,51,36,43,3,1,4,2,8,6,60,58,75,advanced_data_science
Cecelia Rubin,16564877,89,13,57,2,11,7,6,5,3,47,70,83,beginner_front_end
Alfonso Arterburn,19166270,0,55,44,0,7,4,5,6,3,74,69,61,advanced_front_end
Anita Large,77058201,18,54,0,3,3,1,3,3,4,88,77,78,beginner_backend
Howard Cryer,68447388,58,47,51,4,4,4,3,6,2,64.93900101,52,59,advanced_data_science
Keith Daniels,62737176,68,20,31,4,2,5,3,5,3,53,64,64,advanced_data_science
Angel Estes,25818938,28,30,0,5,4,2,7,2,2,77,74,67,advanced_backend
Rose Semien,54639146,5,35,38,5,1,8,3,3,9,96,88,86,advanced_backend
Jenifer Surface,84337215,61,86,16,5,1,5,5,4,3,56,89,75,beginner_backend
Kathleen Stanford,26924608,56,60,1,3,8,1,3,2,6,76,71,42,beginner_front_end
Jayna Beltrame,41094242,25,67,34,2,3,2,8,4,5,59,66,64,advanced_backend
Shirley Sacarello,28593115,41,38,16,5,4,4,8,1,5,72,59,57,beginner_backend
Steven Potter,48360771,64,0,45,3,5,6,3,7,2,61,39,79,beginner_front_end
Roy Zoellner,88423988,0,3,11,0,5,5,5,3,5,95,72,58,beginner_backend
Paula Martin,85615022,54,41,49,2,3,1,3,5,3,58,73,83,advanced_front_end
Doreen Wood,55161160,21,50,7,2,5,3,2,7,2,79,69,69,beginner_backend
Helen Furnas,7665244,93,36,34,5,12,7,5,6,4,60,57,64,beginner_front_end
Betty Stevens,9314016,15,39,37,4,5,5,3,6,0,80,59,68,beginner_backend
Drew Chandler,47146684,49,78,29,5,4,4,2,4,4,64,85,67,beginner_backend
Marion Spencer,42892376,10,54,12,0,2,4,0,2,4,64.93900101,66,55,beginner_backend
Paul Lackey,58378622,29,43,19,7,6,8,4,7,7,54,62,48,advanced_backend
Douglas Taylor,32349351,9,47,17,4,7,3,3,4,3,85,72,71,beginner_backend
Michael Barros,42669262,64,49,6,8,6,7,5,2,6,73,55,42,advanced_backend
Michael Vance,21480038,0,42,10,4,3,4,4,5,0,88,74,69,beginner_backend
Jeffery Daniels,38486843,51,35,19,6,2,6,3,4,4,46,40,56,advanced_data_science
George Saddler,37095748,32,85,74,5,3,5,6,6,4,86,55,65,advanced_front_end
Sheldon Chouteau,67964946,5,68,76,4,0,2,2,8,6,48,64,72,advanced_front_end
Darlene Chamberlain,78992800,18,9,24,1,3,6,7,4,0,56,82,58,beginner_data_science
Lee Pecora,70402154,0,65,37,5,3,6,7,0,4,100,77,78,advanced_backend
Doris Palasik,40146736,24,36,62,3,4,3,5,3,5,74,82,80,beginner_backend
Charles Fegueroa,32261860,20,16,57,2,2,8,3,4,3,67,96,78,beginner_data_science
Tennille Knowles,35714575,41,28,41,1,3,5,4,9,1,66,60,68,beginner_backend
Christina Zamora,78215000,7,45,31,5,4,4,9,2,6,68,68,80,advanced_backend
Jessie Isaacs,55984313,25,28,14,4,3,4,2,1,4,55,75,83,beginner_data_science
William Shimmin,17381899,44,25,44,6,1,6,1,3,1,58,50,51,advanced_data_science
Antonio Robinson,21001471,60,32,27,6,2,8,1,5,4,44,80,70,advanced_data_science
Lela Eldridge,87023360,73,35,29,7,2,5,5,5,3,58,58,77,advanced_data_science
Arthur Pier,21823513,65,0,25,2,2,6,1,8,1,69,51,78,beginner_front_end
Victor Robeson,27256359,15,22,61,1,3,5,3,7,5,64.93900101,75,48,advanced_front_end
Wilfred Farver,9449557,55,37,32,6,2,5,1,1,2,69,41,71,advanced_data_science
Jeanie Lutz,4616091,51,39,58,3,6,0,2,5,3,38,75,66,advanced_front_end
Kimberly Hazelrigg,92074238,35,77,60,5,6,3,4,5,3,61,67,54,advanced_front_end
Janice Hansen,55107922,50,51,7,7,7,3,6,2,2,55,52,66,advanced_backend
Anthony Maroney,89208916,17,32,26,4,2,1,8,5,3,66,73,78,advanced_backend
Nichole Gibbs,89767145,61,18,32,3,7,3,4,3,1,63,69,66,beginner_front_end
Scott Keyes,61805356,51,31,67,3,5,6,4,5,0,63,61,72,beginner_front_end
Michale Wong,61401413,20,51,52,2,6,4,3,4,3,48,61,43,advanced_front_end
Paul Bolden,17092182,63,55,83,3,1,6,3,3,6,57,64,95,advanced_data_science
Steven Jackson,11736359,27,47,51,5,2,6,3,2,2,27,57,66,beginner_data_science
Troy Torres,32453468,48,24,43,2,3,6,1,5,4,46,61,52,advanced_data_science
Tom Halstead,93658240,54,26,41,3,5,3,3,5,4,63,44,59,beginner_front_end
Mathew Hernandez,25459192,27,30,51,3,3,9,0,3,2,43,68,84,beginner_data_science
Kristi Wilson,63349574,22,32,16,3,4,0,3,5,3,90,83,53,beginner_front_end
Winston Harvey,64397031,69,34,49,4,3,7,1,5,4,50,62,61,advanced_data_science
Janice Schneider,42671972,9,41,39,2,4,10,3,3,1,49,73,65,beginner_data_science
Amy Fisher,27270016,32,53,66,5,4,4,1,4,2,65,55,46,advanced_front_end
James Hinojosa,46809965,6,38,51,3,6,4,3,5,5,71,90,60,advanced_front_end
Timothy Cook,20653995,37,23,34,3,4,2,2,5,4,40,87,75,advanced_front_end
Randy Goodwin,69270050,0,18,48,2,4,2,4,9,0,94,81,84,beginner_backend
Peggy Parker,6751063,45,49,28,5,4,5,2,0,4,66,66,76,beginner_front_end
Steven Logan,57609500,19,43.5522635,22,3,2,0,7,7,8,96,62,48,beginner_front_end
Tim Boyd,55047135,71,58,33,2,6,7,1,8,3,74,21,48,beginner_front_end
Ernest Bacon,80067228,34,73,36,2,4,0,3,5,3,29,72,74,advanced_front_end
Corinna Jablonski,6423868,42,21,14,5,4,5,0,6,2,55,58,46,advanced_data_science
Monica Price,83274344,49,38,47,4,0,9,0,1,6,54,54,78,advanced_data_science
Helen Arrington,34185492,29,47,39,3,3,4,3,4,4,64,64,58,beginner_backend
Eddie Randolph,20641566,65,63,25,7,4,7,2,3,2,62,56,87,advanced_data_science
Shawn Mazzella,30950924,30,27,57,3,7,3,1,5,2,52,76,33,advanced_front_end
Richard Scott,32264595,45,36,16,6,5,6,2,2,6,64.93900101,66,80,advanced_backend
Malika Overton,94084523,44,12,52,4,5,3,0,1,1,63,66,73,advanced_data_science
Earl Baker,87691345,36,52,66,3,3,5,3,1,4,60,58,81,advanced_data_science
Laura Phillips,13535981,55,0,45,3,5,2,0,3,3,48,91,49,advanced_front_end
Carolyn Brunner,86779440,27,63,43,4,7,3,4,5,3,50,80,50,advanced_front_end
James Jones,89523502,16,22,60,2,3,2,7,4,5,64,70,84,beginner_backend
Leroy Thurston,57505653,77,22,65,3,6,0,5,1,1,64,41,72,advanced_data_science
Thomas Caldwell,29477866,24,40,19,1,3,8,2,5,4,63,62,57,beginner_backend
Jorge Rhodes,83357331,25,29,86,1,3,8,5,4,1,48,93,56,beginner_data_science
Brady Guthrie,10953595,34,33,20,5,5,1,2,4,5,75,74,54,beginner_front_end
Raymond Devito,69252407,24,68,52,3,4,1,3,5,2,38,67,51,advanced_front_end
Kristen Sunday,95158340,29,50,29,7,3,5,6,4,4,73,57,67,advanced_backend
Christopher Moskowitz,21242743,5,20,63,4,2,8,5,2,1,64,80,58,beginner_data_science
Shawn Lewis,99379599,47,26,30,6,3,6,0,2,3,57,72,80,advanced_data_science
Chantelle Jacobs,80353544,66,77,27,6,0,0,5,6,2,41,64,83,beginner_backend
Anthony King,40613713,51,28,38,1,4,4,1,8,6,47,78,70,advanced_data_science
Robert Davis,55715798,59,8,15,2,5,6,3,7,3,76,64,75,beginner_front_end
Ricardo Cuppernell,30749391,24,30,48,4,4,2,2,0,0,70,53,78,advanced_data_science
John Johnson,10666143,6,31,19,8,4,9,3,4,10,82,84,75,advanced_backend
Daniel Mcmillan,46615635,5,33,19,5,5,2,4,3,6,80,82,79,beginner_backend
Teresa Walker,55696289,37,54,14,3,7,1,4,6,5,35,92,74,advanced_front_end
Spencer Steed,41237106,37,63,53,3,3,1,3,6,4,47,82,72,advanced_front_end
Casey Brown,51369453,16,72,72,2,3,2,4,6,3,85,60,83,advanced_front_end
Kevin White,21694244,32,46,41,3,5,3,4,6,1,78,68,77,beginner_backend
Leslie Sharp,30653709,48,16,36,2,2,2,1,6,1,74,42,54,beginner_front_end
Laura Paul,20220718,32,78,16,4,2,4,5,8,3,68,33,51,advanced_data_science
Robert Dandy,24248041,45,63,3,5,6,1,7,1,0,50,48,64,advanced_backend
Sally Amari,83771186,15,53,66,4,4,0,2,6,4,44,78,81,advanced_front_end
Mark Chase,35430584,44,62,46,4,1,0,4,3,1,64.93900101,67,64,beginner_backend
Connie Fender,63973413,75,65,11,8,3.715143629,7,3,9,2,61,68,68,advanced_data_science
Karl Warren,38041230,41,88,57,4,3,3,5,6,3,74,25,63,advanced_data_science
Michael Karol,61803731,30,56,22,7,3,6,2,3,1,68,69,69,advanced_backend
George Morrow,44879989,18,60,19,6,6,7,5,1,4,69,70,46,advanced_backend
Jacob Holliman,8706293,20,15,69,1,3,4,1,4,3,81,62,62,advanced_front_end
Jessica Schey,12255503,60,21,47,0,4,3,2,4,2,39,76,47,advanced_front_end
Bob Paiz,5662985,44,26,57,0,4,5,4,6,1,66,75,72,beginner_data_science
Jeffery Ahmad,84892748,10,24,13,5,6,6,0,0,4,59,59,91,beginner_data_science
Kathy King,84260230,33,56,40,2,2,3,8,3,6,72,76,65,advanced_backend
Angela Glaze,47475232,0,16,36,0,7,7,0,5,3,64.93900101,87,64,beginner_backend
Evelyn Hood,14715154,15,22,50,1,4,4,2,7,2,74,60,74,beginner_backend
Helen Garwood,70395111,34,8,43,2,4,5,4,6,1,82,54,75,beginner_front_end
Karen Bonds,38928830,28,32,22,0,1,1,8,2,7,81,100,72,advanced_backend
Marguerite Connors,35556866,8,18,29,3,0,5,4,3,2,63,48,46,beginner_data_science
Lawrence Hjort,18206956,17,36,0,8,4,6,6,0,4,84,63,69,advanced_backend
Kerry Householder,44764411,57,70,37,4,0,5,3,5,1,58,76,64,beginner_backend
Shirley Johnson,74035075,34,46,23,3,4,4,3,1,6,97,79,80,beginner_data_science
Valerie Vazquez,49057775,43,75,41,0,0,4.048091374,7,0,0,61,67.18730557,67.1104446,advanced_backend
Porter Leal,66513730,50,93,2,4,3,5,1,2,4,76,78,48,beginner_backend
Stacy Kohnke,98755917,30,29,12,1,2,2,3,5,2,84,56,55,beginner_front_end
Jordan Stallsworth,72798469,19,17,29,0,4,5,3,7,3,68,47,51,beginner_backend
Christine Carter,32914467,18,18,43,3,3,5,3,3,4,87,79,72,beginner_data_science
Michael Romero,92831584,51,68,16,5,5,4,5,1,5,70,43,85,advanced_backend
Trevor Williams,77808372,56,59,25,6,3,4,4,6,2,61,60,67.1104446,advanced_data_science
Terrance Fisher,61943383,25,32,33,7,6,2,4,8,5,93,59,61,beginner_front_end
Alaina Roberts,12350314,53,67,34,3,3,5,3,4,5,62,75,56,advanced_backend
Scott Bensman,13543108,54,50,57,6,3,7,2,0,4,65,94,83,beginner_data_science
Phyllis Villar,89237642,50,79,4,7,6,3,1,4,7,51,58,61,beginner_backend
Deborah Bush,8255647,53,22,63,3,8,1,4,6,0,77,60,72,advanced_front_end
Donna Wood,28491970,63,13,63,2,7,4,6,3,1,56,60,67,advanced_front_end
Jason Hawkins,50026086,56,46,65,3,6,1,2,5,3,45,62,77,beginner_data_science
Martin Moorman,27755792,54,26,32,8,3,4,1,0,1,64,41,81,advanced_data_science
Joseph Edwards,60488465,1,0,34,2,0,3,4,4,2,67,68,64,beginner_data_science
George Clegg,76673155,26,59,20,2,1,5,1,9,6,60,47,61,advanced_data_science
Jean Mclean,21939661,11,87,31,3,3,5,9,0,2,58,57,60,advanced_backend
Gladys Riley,90104395,25,39,37,6,6,8,3,8,12,57,83,54,advanced_backend
Tanya Tellefson,69861356,5,56,25,8,3,9,4,2,4,75,64,65,advanced_backend
Steve Todd,30093742,0,9,12,0,4,5,0,4,4,64.93900101,67,50,beginner_backend
Julia Springer,87664697,0,21,49,4,3,4,4,8,8,76,100,67,advanced_backend
Randall Infante,35666467,37,49,86,5,2,4,3,1,3,52,48,43,advanced_front_end
Kimberly Capone,23038931,51,78,40,3,8,4,6,4,2,66,69,50,advanced_front_end
Lori Turner,19299990,69,33,22,9,1,9,2,4,4,47,92,80,advanced_data_science
Bertha Shaw,69525271,31,43,2,0,3,0,0,6,4,64.93900101,45,33,beginner_front_end
Phillis Hossain,81122,34,49,41,2,2,7,2,3,3,58,74,77,beginner_data_science
Marvin Armour,57173066,64,58,47,5,8,2,3,3,2,61,79,54,advanced_front_end
Lisa Smith,35217256,39,43,34,1,6,5,3,4,0,27,44,64,beginner_data_science
Alan Lederman,72977596,16,33,42,5,4,6,3,1,3,63,74,79,beginner_data_science
Catherine Graham,68712121,55,44,32,3,2,3,2,6,4,63,85,75,advanced_backend
David Sellers,42971058,38,11,31,4,5,4,1,3,1,57,72,63,advanced_data_science
Barbara Mills,20853548,66,7,11,2,7,4,5,4,3,65,62,70,beginner_front_end
Lois Christenson,69854628,54,17,38,6,5,5,2,3,2,45,76,62,advanced_data_science
Ines Gauthier,47299344,48,47,51,4,4,5,3,5,5,54,73,52,advanced_front_end
Virginia Ritter,6591791,0,43,67,0,3,3,4,7,2,83,48,80,advanced_front_end
Sierra Martin,44814691,9,70,51,2,6,3,6,6,3,69,66,76,advanced_front_end
Jonathan Kerstetter,12778792,48,37,49,5,6,1,4,3,3,71,50,66,beginner_data_science
Tiffany Stadler,93338019,29,45,39,5,4,9,1,2,2,51,59,75,beginner_data_science
Aimee Saunders,21592464,41,44,41,3,1,2,6,3,4,78,85,72,beginner_backend
Lawrence Gills,88788900,34,57,9,3,3,3,5,8,4,58,56,67,advanced_data_science
Sara Long,60873499,34,43,100,4,1,3,4,0,4,34,73,57,beginner_data_science
Gabriel Rankin,31890896,23,77,17,7,6,3,1,3,3,78,78,76,beginner_backend
Raymon Harari,43259268,0,72,50,2,3,7,6,7,7,69,67,63,advanced_front_end
Scott Smith,75386856,25,48,56,3,3,5,3,7,5,42,62,47,advanced_front_end
Savannah Searson,73385785,27,24,0,3,4,2,2,5,4,96,78,58,beginner_front_end
Sandra Beard,76038562,34,46,29,4,4,3,3,5,3,57,45,65,advanced_data_science
Casey Viera,37547738,16,54,15,5,7,4,2,4,3,78,72,60,beginner_backend
Alfredo Robinson,51101959,25,55,55,3,5,2,2,7,4,89,42,47,beginner_front_end
John Wheat,70662055,27,22,41,3,5,7,3,3,3,87,74,75,beginner_data_science
Corinne Helbert,14953878,80,35,35,3,6,2,4,5,2,49,73,69,advanced_front_end
Jack Mcdonald,31679719,56,53,44,5,6,3,4,8,1,80,75,82,beginner_backend
Helen Michaels,96273670,6,31,33,0,4,5,2,3,4,88,78,69,beginner_backend
Bertha Vance,15283755,29,42,59,5,1,6,5,5,10,87,81,73,advanced_backend
Rosemary Juel,25029422,31,28,6,3,3,0,2,3,4,82,59,45,beginner_front_end
Sarah Taylor,7784473,31,62,69,1,1,4,7,5,12,77,87,66,advanced_backend
Myrtle Winfield,58450252,48,26,83,2,8,5,7,4,0,59,82,84,beginner_front_end
Numbers Mcgee,14463315,35,60,38,4,5,4,1,5,2,80,78,75,beginner_backend
Vesta Blaydes,8921379,19,27,37,2,2,9,3,5,2,76,76,71,beginner_data_science
Frank Doyle,56446027,35,35,30,1,4,2,3,4,4,73,57,56,beginner_front_end
Steven Pichette,57944311,55,47,54,2,6,4,3,7,2,67,87,88,beginner_data_science
Stephen Sharp,67367214,23,96,53,4,3,6,6,3,4,55,47,64,advanced_backend
Shirley Shields,47410522,58,40,45,4,5,4,3,4,4,70,90,90,beginner_data_science
