NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,HOURS_IA,HOURS_BDD,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_BEGINNER_IA,NUM_COURSES_BEGINNER_BDD,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,NUM_COURSES_ADVANCED_IA,NUM_COURSES_ADVANCED_BDD,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,AVG_SCORE_IA,AVG_SCORE_BDD,PROFILE,FAV_COURS,HAT_COURS
Shirley Carroll,76228479,69,54,18,34.77110153,12.30793516,4,4,3,1,1,5,7,4,0,0,60,64,79,11.75495396,40.28877862,intermediate_datascience,DATASCIENCE,IA
Mary Culbertson,67429489,53,46,33,36.06940693,39.22898323,3,7,3,2,0,4,4,2,2,1,71,74,71,40.12118796,4.297920974,intermediate_datascience,DATASCIENCE,BDD
Barbara Hays,5004629,42,46,80,10.39364464,34.48445124,4,3,5,2,1,5,4,2,1,2,50,76,64,16.29812003,24.36149971,intermediate_frontend,FRONTEND,IA
Gregory Corrigan,86811934,25,21,44,15.01182158,10.86276009,1,5,3,2,0,2,5,4,2,0,53,72,57,25.93796654,60.60025565,intermediate_frontend,FRONTEND,IA
Robert Jarecki,19783945,32,33,38,8.24252104,16.88239615,2,5,7,0,0,4,3,2,1,1,79,74,69,62.72288231,58.08630774,intermediate_datascience,DATASCIENCE,IA
Bonnie Robinson,95119354,70,69,48,23.34199144,39.27293892,2,6,3,0,2,2,5,3,2,1,59,68,83,29.2070637,23.31790663,intermediate_backend,BACKEND,IA
Georgia Jackson,59680074,18,49,56,7.947336537,40.58554331,5,1,4,1,2,2,0,5,1,0,43,66,72,20.00227191,34.37244948,intermediate_frontend,FRONTEND,IA
Louis Murillo,56323145,43,59,13,22.75517425,43.79331338,2,5,1,1,2,0,7,3,1,1,74,54,39,13.02526123,50.19885551,intermediate_datascience,DATASCIENCE,IA
Benjamin Rhodes,92796381,0,56,48,0,47.94971966,3,6,3,1,2,1,5,5,0,1,45,86,44,6.58318528,84.26083421,intermediate_backend,BACKEND,IA
Bonnie Meiners,91085238,49,8,35,24.16658047,4.058262173,2,4,3,2,0,3,5,2,1,1,66,49,65,28.48960332,39.42149679,intermediate_datascience,DATASCIENCE,BDD
Barbara Trujillo,42486733,52,67,39,15.52661533,41.85148695,6,5,3,2,2,3,4,1,0,0,56,58,77,11.73772836,16.05240033,intermediate_backend,BACKEND,IA
Brent Gerard,10562057,29,39,50,4.609987727,33.32830047,3,6,1,2,0,4,8,4,2,2,83,67,58,33.23602895,6.69264589,intermediate_datascience,DATASCIENCE,IA
Barry Morris,2244300,40,6,44,1.893999093,1.393920361,3,2,2,1,2,3,7,3,1,0,78,56,66,44.11288729,50.19351996,intermediate_datascience,DATASCIENCE,IA
Amanda Spaulding,93343812,0,28,22,0,12.43257905,5,2,6,1,0,5,0,6,1,0,100,93,87,11.25251313,61.45422194,intermediate_backend,BACKEND,IA
Kathleen Castoe,89243367,41,66,33,23.8596893,40.96304764,3,6,1,0,1,3,7,2,2,2,73,71,53,14.34150233,59.35746192,intermediate_backend,BACKEND,IA
Jeffry Moreno,41507595,36,58,42,28.30015612,53.07848293,4,5,3,2,2,4,3,4,2,0,57,73,76,48.85723329,5.637411564,intermediate_backend,BACKEND,BDD
James Fisher,96069897,35,20,51,5.923665911,0.316720221,2,3,2,2,2,5,6,5,1,2,73,74,62,46.24269076,41.66618029,intermediate_frontend,FRONTEND,BDD
Blake Williams,57440988,40,50,0,4.342214311,10.62865791,6,3,7,0,2,0,8,2,1,1,58,85,65,43.19950215,74.28735444,intermediate_backend,BACKEND,IA
Jeffrey Smiley,97630795,18,31,61,13.48722649,7.267965741,5,2,5,1,2,1,0,4,0,1,35,64,69,17.10201508,3.92749581,intermediate_frontend,FRONTEND,BDD
Guillermo Sutter,31355591,50,47,73,15.25791653,15.35079597,3,5,1,1,2,4,5,4,0,0,66,72,78,45.46662446,67.08231738,intermediate_frontend,FRONTEND,IA
Charles Thibodeaux,63506741,105,25,44,99.90744112,7.044665511,2,12,6,1,1,5,3,2,1,0,41,69,69,17.7654467,45.41172513,intermediate_datascience,DATASCIENCE,BDD
Tyrone Swinson,18915224,25,53,0,17.85794927,31.27735563,5,2,5,2,0,2,9,2,1,1,61,58,51,7.903055134,21.35561998,intermediate_backend,BACKEND,IA
Kristy Williamson,40053684,61,45,18,19.93211888,39.85291189,6,4,2,0,0,6,6,1,2,2,60,39,60,26.23726898,26.39655406,intermediate_datascience,DATASCIENCE,IA
Helen Beamon,40415224,43,51,70,12.45033816,32.48586989,4,3,2,0,2,5,3,4,2,1,70,86,87,43.82677836,61.43134112,intermediate_frontend,FRONTEND,IA
Joseph Larson,27307766,52,62,32,27.23231609,14.97464666,2,5,2,1,1,3,3,4,0,0,68,57,43,17.19764903,36.26295605,intermediate_datascience,DATASCIENCE,IA
Leroy Bignall,51545656,10,74,29,0.791446683,63.91771091,1,7,5,2,2,7,5,3,0,1,76,67,67,53.49211361,48.68722545,intermediate_backend,BACKEND,IA
Paulene Whitehead,30994578,20,34,56,2.353530253,21.48955683,0,3,6,0,2,6,0,7,2,1,72,95,73,9.614962691,12.64992287,intermediate_backend,BACKEND,IA
Michael Pickering,93861157,17,14,73,2.989583982,3.06546975,3,1,3,2,2,3,5,4,2,2,80,62,56,18.53730637,33.40668502,intermediate_frontend,FRONTEND,IA
Alice Campbell,38761843,43,71,5,33.31311451,25.67832414,6,4,5,1,2,3,8,3,2,1,64,73,73,46.42441361,23.05226082,intermediate_backend,BACKEND,BDD
Kenneth Franklin,67340966,38,66,9,19.52657965,52.13767724,4,3,6,1,0,2,6,5,2,2,51,65,81,11.97520674,8.393001462,intermediate_backend,BACKEND,IA
Catherine Cumberledge,11047758,46,73,56,0.486087648,53.94197625,4,5,4,0,2,7,6,4,2,1,47,61,67,29.5647426,43.01964604,intermediate_backend,BACKEND,IA
Alex Muni,56619290,8,41,12,5.38813222,23.63987715,5,3,6,1,2,5,0,5,2,2,96,80,76,67.76383968,48.0541695,intermediate_backend,BACKEND,BDD
Ross Ozley,93367964,24,63,3,10.16856429,9.120352673,2,6,4,0,2,0,9,1,0,2,68,56,72,14.43959774,55.96798943,intermediate_backend,BACKEND,IA
Jerry Kennedy,81649349,0,0,52,0,0,0,5,5,1,2,3,8,1,2,1,91,72,81,45.96918126,60.41392995,intermediate_frontend,FRONTEND,IA
Charlotte Bowen,59756699,0,67,55,0,20.60534941,5,3,4,0,1,9,0,3,1,1,72,69,82,67.83043013,28.18240593,intermediate_frontend,FRONTEND,BDD
Michael Lafountain,16482072,55,72,42,30.34802256,55.55505161,3,6,7,1,1,0,3,3,1,1,45,65,90,26.6312533,50.66788768,intermediate_backend,BACKEND,IA
Garrett Vannest,93827976,30,45,83,29.37459719,29.14048646,5,3,7,1,0,2,1,4,1,2,46,84,67,1.706932022,15.62522353,intermediate_frontend,FRONTEND,IA
Marjorie Porter,45032894,48,57,47,3.525345168,15.05770605,3,4,3,2,1,3,5,4,1,0,42,65,56,8.20360901,30.5732048,intermediate_backend,BACKEND,IA
John Avila,39335198,41,78,41,11.64061339,16.56479979,4,2,5,2,1,4,0,4,0,0,75,53,90,61.51778997,21.38228833,intermediate_backend,BACKEND,BDD
Tod Gardner,78779450,18,43,26,4.373956671,5.6291267,9,5,7,1,1,7,3,6,1,2,75,59,55,35.83765655,36.03028462,intermediate_backend,BACKEND,IA
Frank Hedrington,89160047,29,58,25,7.207930012,14.03288172,5,5,1,0,0,4,4,0,0,2,71,50,69,4.963819124,40.23704609,intermediate_backend,BACKEND,IA
Patricia Bennett,59560244,17,51,55,6.438008079,8.049280145,2,5,4,1,1,2,5,1,1,2,72,53,46,25.83992003,24.46905481,intermediate_backend,BACKEND,IA
Benedict Naquin,33107380,8,12,34,6.544878278,7.404614973,5,2,7,2,0,2,0,4,2,1,72,66,80,51.42932913,57.0763243,intermediate_frontend,FRONTEND,IA
Barbara Whitehouse,83864615,54,49,29,49.29436926,29.34037283,5,4,3,0,0,5,7,3,2,1,52,63,60,38.69128907,47.44654545,intermediate_backend,BACKEND,BDD
Carroll Tennyson,55655201,44,34,63,8.897463848,19.92985004,1,3,3,1,1,3,8,0,2,1,80,62,67,47.0202466,16.75107864,intermediate_frontend,FRONTEND,BDD
Lyn Balliew,5247351,33,45,47,17.91734795,28.88504142,4,4,6,1,2,0,3,3,2,0,46,55,81,34.57385267,29.30596365,intermediate_frontend,FRONTEND,IA
Michael Saunders,82306580,50,92,7,31.84494861,74.96017712,3,9,1,2,2,5,3,3,0,1,36,94,60,15.27070054,79.94747654,intermediate_backend,BACKEND,IA
Evelyn Timberlake,19349155,55,21,41,28.70051109,19.18460694,2,3,3,0,2,3,3,4,2,0,63,48,58,30.01681218,36.16223502,intermediate_datascience,DATASCIENCE,BDD
Carolyn Miller,2713458,84,53,28,36.46241711,12.20990351,7,2,6,0,1,7,5,2,2,1,51,37,54,21.93469417,30.37229394,intermediate_datascience,DATASCIENCE,BDD
Joan Hanchett,77030981,36,46,57,6.911118211,27.03762655,2,5,3,0,2,5,4,3,0,0,75,62,72,21.94604898,16.00356342,intermediate_frontend,FRONTEND,IA
Samuel Garza,9481620,36,40,37,17.57589693,3.13344885,1,4,2,1,1,4,5,3,1,2,56,52,65,36.40983913,40.5582647,intermediate_frontend,FRONTEND,BDD
Mary Lundy,37964059,23,81,18,9.227941037,9.731537507,2,3,4,2,1,3,8,3,0,2,66,41,54,43.74476174,16.63456517,intermediate_backend,BACKEND,BDD
Verna Kelso,89405408,49,35,20,38.98260476,22.90187595,4,3,3,1,1,5,3,4,1,2,64,76,83,55.3123257,72.96071077,intermediate_datascience,DATASCIENCE,IA
James Cox,24795672,9,39,21,6.872439232,18.97664191,3,2,1,2,0,4,3,6,2,0,63,73,74,20.09275299,34.00896178,intermediate_backend,BACKEND,IA
Ruth Briggs,9760640,31,26,39,4.153959117,19.71663426,7,4,5,2,1,2,6,5,0,0,64,76,99,41.08141359,68.1683538,intermediate_frontend,FRONTEND,IA
Charles Norton,12994130,29,29,36,2.567052524,12.34464695,4,0,5,0,0,4,6,5,1,1,74,82,88,25.35850513,54.37551225,intermediate_frontend,FRONTEND,IA
Dora Duck,36933375,51,43,50,46.3158511,5.486731494,3,5,0,1,0,5,6,4,0,0,61,42,62,55.20823318,39.20061804,intermediate_datascience,DATASCIENCE,BDD
Terry Bright,58308655,18,29,49,9.639151001,25.28955596,2,5,3,0,1,5,8,2,1,0,72,70,88,23.35204477,39.60696244,intermediate_frontend,FRONTEND,IA
Jean Miller,15691615,48,52,124,41.17444499,4.3102005,6,4,6,2,0,3,0,3,2,1,52,65,44,40.98517465,15.43172534,intermediate_frontend,FRONTEND,BDD
Rebecca Dean,16187896,59,63,0,3.430916113,11.90477248,8,1,6,2,0,4,4,3,2,0,64,71,92,53.32954308,46.30683729,intermediate_backend,BACKEND,IA
Nancy Spears,65413187,85,45,41,44.7538274,12.46395897,8,3,6,0,1,6,4,3,2,0,51,49,69,18.32934174,12.57917929,intermediate_datascience,DATASCIENCE,BDD
Cindy Mccarter,2424936,42,62,46,22.65591361,61.70739764,4,0,4,0,1,6,2,7,1,2,82,57,91,17.42916441,48.49023944,intermediate_frontend,FRONTEND,IA
Shelley Mcclure,72548667,52,14,41,44.75650569,5.836037482,3,6,6,2,2,3,5,3,2,1,70,66,45,5.160058085,5.656079268,intermediate_datascience,DATASCIENCE,BDD
Norman Guay,75253002,42,41,57,4.099619926,20.57004975,1,6,6,1,0,3,5,2,0,2,69,70,75,62.83536689,16.78805703,intermediate_frontend,FRONTEND,BDD
Mario Mullins,52570670,72,54,18,17.31208058,41.56362455,1,2,5,0,1,5,4,8,1,0,62,77,51,40.54669851,60.33227752,intermediate_datascience,DATASCIENCE,IA
Pamela Valdez,9689275,48,33,20,19.51383907,21.00171432,0,4,1,1,1,2,5,3,0,1,74,51,48,60.66929657,21.29607607,intermediate_datascience,DATASCIENCE,BDD
Terri Deeds,83824455,12,58,0,10.39009771,48.80240013,3,4,4,2,1,1,5,4,1,1,82,93,81,50.71076341,14.7598456,intermediate_backend,BACKEND,IA
Oma Fennell,26867168,0,15,35,0,7.296501879,2,7,4,0,1,2,2,6,1,2,85,66,58,13.57114976,65.62416702,intermediate_frontend,FRONTEND,IA
Joshua Ezzell,87330740,49,69,16,48.64350636,67.08026044,8,2,7,0,1,2,5,0,0,2,71,67,76,21.55384918,30.58525073,intermediate_backend,BACKEND,IA
Steven Kuziel,82554588,9,15,36,8.632741378,11.95218542,0,5,4,2,0,3,5,4,2,2,86,71,72,29.02575191,33.94332392,intermediate_frontend,FRONTEND,IA
Devon Watts,21966296,16,19,43,0.095068094,7.625942378,2,2,1,0,0,0,1,6,0,1,43,51,78,18.51207856,17.99313093,intermediate_frontend,FRONTEND,IA
Maurice Hawks,50684359,45,19,37,2.146875365,7.244164636,3,6,3,0,1,1,5,2,2,1,68,56,61,3.556890396,3.698580071,intermediate_datascience,DATASCIENCE,IA
Robert Williams,51334695,58,37,24,8.561195511,34.39117411,3,5,1,1,2,2,7,1,0,1,67,42,56,44.89805419,10.16065151,intermediate_datascience,DATASCIENCE,BDD
Raymond Burns,45338171,34,0,62,11.86131129,0,3,0,8,0,2,1,7,5,1,1,60,57,38,16.23539355,15.97438512,intermediate_frontend,FRONTEND,BDD
Robert Dunbar,94982222,26,35,20,21.57786881,21.75017721,3,4,6,1,0,3,3,3,0,0,55,58,74,26.40478787,33.12545846,intermediate_frontend,FRONTEND,IA
Diane Ruivo,14049389,0,2,50,0,1.515661275,4,1,3,0,1,5,1,4,0,2,58,63,54,3.46073017,58.9813359,intermediate_frontend,FRONTEND,IA
Melanie Torres,21828107,76,31,21,14.19941488,17.38584867,2,2,2,0,0,8,4,7,1,1,70,70,77,48.79500614,9.784145128,intermediate_datascience,DATASCIENCE,BDD
Anthony Mitchell,52241292,54,48,14,33.46186419,7.640005108,5,3,3,2,1,6,9,5,2,0,47,64,74,25.74864392,62.37927115,intermediate_backend,BACKEND,IA
Charles Cook,55944367,15,26,58,13.76042978,8.299602014,4,3,6,2,1,4,4,3,2,2,66,81,73,59.73788868,38.39899751,intermediate_frontend,FRONTEND,BDD
Stacey Staggers,92606069,71,29,54,32.92495325,16.18040105,3,5,3,0,2,4,7,5,1,1,64,42,57,12.6238731,24.48660182,intermediate_datascience,DATASCIENCE,BDD
Wayne Pena,19310284,65,43,58,6.730332177,0.7812163,3,4,5,1,1,5,3,3,2,0,50,38,59,47.88525008,1.330208208,intermediate_frontend,FRONTEND,BDD
Lisa Naquin,40777992,65,68,74,29.75788726,29.73984794,3,6,7,2,1,3,4,2,2,1,55,90,80,49.82142763,76.58248173,intermediate_backend,BACKEND,IA
Ronald Sorenson,44639306,60,22,68,22.54769414,16.62766334,1,4,2,2,1,4,4,3,2,0,66,39,68,19.51800954,33.82034409,intermediate_frontend,FRONTEND,IA
Austin Langone,84613483,63,8,53,36.39245375,1.313872036,5,6,4,2,1,5,6,0,1,2,63,81,77,56.57462373,61.02102085,intermediate_frontend,FRONTEND,BDD
Helen Hatfield,91725139,10,56,42,4.386586844,3.615301209,6,3,0,0,0,3,3,3,1,0,84,70,43,24.5255164,10.16891022,intermediate_backend,BACKEND,BDD
Jose Chio,65475110,30,71,48,0.520377806,59.35806899,2,5,0,1,1,2,5,2,0,2,78,60,40,26.20867877,24.27387858,intermediate_backend,BACKEND,IA
Luke Towe,58013941,28,38,19,27.83193654,23.456407,2,5,2,1,2,1,6,2,0,0,87,65,56,79.0841219,62.10505659,intermediate_datascience,DATASCIENCE,FRONTEND
Walter Lamp,97828381,25,15,11,13.58850594,2.648684587,1,2,3,0,0,1,6,2,0,0,82,57,66,64.58398859,24.05789054,intermediate_datascience,DATASCIENCE,BDD
Mark Goetz,78922351,28,20,66,13.26166115,16.12609961,2,2,4,2,2,2,6,3,2,1,77,54,72,33.9705502,18.82966692,intermediate_frontend,FRONTEND,BDD
Evelyn Farr,48253807,43,25,17,41.04854697,16.45323679,5,8,4,1,1,8,7,7,0,0,88,81,72,10.00433968,6.934486099,intermediate_datascience,DATASCIENCE,BDD
Dwayne Frierson,3706109,5,57,65,0.779301838,19.04479837,1,5,1,1,2,4,5,2,2,1,68,67,78,31.50148325,5.338859138,intermediate_frontend,FRONTEND,BDD
Deborah Donley,26717036,28,77,41,5.298652871,28.96711294,5,4,4,0,0,7,3,5,2,2,47,59,93,39.67920284,25.52389489,intermediate_backend,BACKEND,IA
Lillian Goodness,79042085,27,13,50,21.81639822,2.026546121,0,7,4,1,2,3,6,1,2,0,65,77,48,38.47533968,41.61140096,intermediate_frontend,FRONTEND,BDD
Gene Brewster,43412049,22,62,7,5.738283761,51.78584684,4,4,2,1,1,1,4,5,0,1,63,61,68,3.054581308,50.31281103,intermediate_backend,BACKEND,IA
Doris Romero,53100927,64,54,7,51.1505348,27.48635919,3,5,0,2,1,8,1,3,0,1,66,59,60,26.95846645,53.52153293,intermediate_datascience,DATASCIENCE,FRONTEND
Aaron Miller,63138134,22,18,55,5.973736624,10.02634338,2,3,10,2,2,0,4,2,0,2,70,88,83,48.99236861,35.17894399,intermediate_frontend,FRONTEND,BDD
Richard Bergmark,77758587,6,54,17,0.199125781,47.70856342,1,5,4,2,1,0,1,5,2,0,95,78,64,83.72838578,65.78928135,intermediate_backend,BACKEND,FRONTEND
Bernard Burrington,40259487,30,35,53,15.51044172,0.554071576,2,4,5,1,0,2,2,4,2,0,60,78,83,58.61763206,42.40738166,intermediate_frontend,FRONTEND,BDD
Robert Johnson,27037826,51,13,18,10.03100814,0.869999813,0,2,1,2,0,2,5,2,1,1,65,53,55,54.38819453,51.55075422,intermediate_datascience,DATASCIENCE,BDD
Paul Trevino,52825013,20,32,27,15.15692586,5.17052742,2,4,5,0,0,3,3,3,1,1,83,60,48,72.34597717,55.75139848,intermediate_datascience,DATASCIENCE,BDD
Dennis Johnson,21796066,43,60,60,27.57158423,1.802268785,3,6,1,2,2,3,3,3,2,0,67,76,51,14.40762793,54.19898721,intermediate_backend,BACKEND,IA
Francis Simpson,42492621,40,37,62,36.94410672,24.3517778,5,5,3,2,2,1,2,4,1,2,71,69,72,61.05629993,13.0562984,intermediate_frontend,FRONTEND,BDD
Larry Flanagan,87055929,25,37,15,19.57470893,23.45354032,3,2,7,1,0,6,1,10,2,1,89,97,48,82.44633141,89.68909724,intermediate_backend,BACKEND,FRONTEND
Garry Gaston,62910179,41,45,30,7.411814148,9.486085632,3,3,8,2,2,3,2,1,1,0,36,48,63,22.83113686,5.605612264,intermediate_backend,BACKEND,BDD
Frank Campbell,16569204,42,55,41,33.60664594,8.217354469,2,5,0,0,0,2,3,1,2,0,67,75,41,32.65983093,61.37673438,intermediate_backend,BACKEND,IA
Alice Liverman,75339543,25,23,61,16.04342612,3.350748132,4,1,5,2,1,3,2,3,1,1,60,72,63,48.68251725,35.58843964,intermediate_frontend,FRONTEND,BDD
Nicole Stevenson,73941987,70,41,0,46.82661492,39.08289795,3,8,4,2,2,4,1,4,2,0,65,72,55,40.11174076,44.02649184,intermediate_datascience,DATASCIENCE,FRONTEND
Tara Kelly,23085989,13,25,60,10.81941752,17.33761322,6,2,7,0,0,5,1,2,0,2,56,95,68,46.34828069,82.77264128,intermediate_frontend,FRONTEND,IA
John Basquez,81489788,38,56,35,21.80531463,32.78401439,3,6,2,0,0,8,1,7,1,1,59,73,69,26.63374902,57.88997555,intermediate_backend,BACKEND,IA
Julian Rodriguez,62549897,61,0,32,28.42621438,0,4,3,5,2,0,1,6,3,2,2,68,32,63,12.12524653,1.870564459,intermediate_datascience,DATASCIENCE,BDD
Willie Legace,84851546,0,20,41,0,8.660863958,5,5,1,1,2,3,6,1,0,2,95,91,91,87.17188476,33.67165761,intermediate_frontend,FRONTEND,BDD
Betty Ziego,36475166,40,54,36,11.91829716,4.827917585,7,3,7,0,1,4,4,6,2,2,80,65,62,77.46916763,63.07981634,intermediate_datascience,DATASCIENCE,BDD
Leslie Evangelista,12869968,4,16,53,0.730388524,15.97043021,2,6,3,0,2,6,4,2,0,2,100,79,74,97.27486995,28.11895252,intermediate_frontend,FRONTEND,BDD
Michael Sargent,5436097,54,40,19,33.29574326,30.20341854,4,5,3,1,0,3,8,5,2,2,84,59,56,80.27269399,47.52411732,intermediate_datascience,DATASCIENCE,FRONTEND
Wanda Potter,46241875,49,51,15,11.45857009,31.694111,6,2,7,0,2,0,7,2,2,1,69,52,70,34.06247157,37.88108162,intermediate_datascience,DATASCIENCE,IA
Ann Heyd,92691595,1,23,31,0.079915109,13.51864549,1,4,6,0,1,3,5,3,2,0,73,70,66,45.91278894,66.92470979,intermediate_frontend,FRONTEND,IA
Charles Markel,68315240,8,0,38,0.004433477,0,1,0,5,1,1,6,5,3,1,1,78,88,66,68.69509282,83.58455775,intermediate_frontend,FRONTEND,IA
John Laurent,26819363,54,49,0,32.84924768,12.61394396,8,2,7,2,2,2,7,3,0,0,53,59,62,1.234535409,26.98199219,intermediate_backend,BACKEND,IA
Anna Martin,3614507,110,3,43,39.83636618,0.67917121,4,9,8,1,1,5,3,2,0,0,47,31,69,7.629219565,7.064222149,intermediate_datascience,DATASCIENCE,BDD
Frederick Barrow,11247847,36,40,44,27.08319494,21.98129829,3,4,5,2,2,5,5,1,0,0,79,66,70,13.0343292,19.87370682,intermediate_datascience,DATASCIENCE,IA
Kimberly Price,65770178,0,83,74,0,5.826667608,3,1,5,0,2,4,6,5,1,2,66,47,67,14.55811294,13.84717859,intermediate_frontend,FRONTEND,IA
William Jones,91939322,45,0,42,21.87015517,0,4,3,1,0,1,7,6,3,1,2,68,71,80,27.57334458,44.72334907,intermediate_frontend,FRONTEND,BDD
Theresa Boulware,79194016,29,75,52,11.80546421,42.06102024,6,7,3,2,0,4,4,2,0,0,73,72,48,33.82247504,26.42232893,intermediate_backend,BACKEND,IA
Michele Millett,17900929,45,73,17,29.2758656,67.14627952,4,2,6,1,2,3,5,2,1,0,71,86,65,27.76335008,74.65887827,intermediate_backend,BACKEND,IA
Jeane Harris,2233825,44,54,44,15.67012313,49.37067996,2,4,6,0,0,0,3,3,1,0,44,58,81,38.66762524,17.50150178,intermediate_frontend,FRONTEND,IA
Gregory Headley,31188541,6,51,33,5.7826059,0.552243334,2,2,0,1,1,0,7,3,0,0,93,56,47,24.01099072,55.44674349,intermediate_backend,BACKEND,IA
Helga Manning,52048298,42,37,26,39.31817344,3.973585979,7,2,5,2,0,6,2,6,2,2,88,65,77,65.01566608,43.07172637,intermediate_datascience,DATASCIENCE,BDD
Carolyn Davidson,98490430,29,64,38,24.59280918,37.3169724,1,6,0,2,2,3,4,2,2,1,49,90,100,47.77569018,32.01747078,intermediate_backend,BACKEND,BDD
Bill Haynes,50627239,22,29,40,20.24660595,24.60579593,3,5,2,2,1,2,6,5,0,1,51,86,73,33.45518971,50.39278104,intermediate_backend,BACKEND,IA
Lisa Gunter,99243353,3,22,49,1.347419065,20.99787991,3,0,5,1,2,7,5,8,1,2,83,100,79,3.713479275,36.16545306,intermediate_frontend,FRONTEND,IA
Paul Perez,67235085,22,22,52,11.80146873,18.93280897,2,7,6,1,1,3,6,2,1,1,51,60,31,5.807260032,30.91718885,intermediate_frontend,FRONTEND,IA
Tony Hickman,62416076,6,12,62,4.452555555,8.131357624,2,3,7,2,2,0,6,4,0,2,66,74,34,55.35922261,38.9176919,intermediate_frontend,FRONTEND,BDD
Pamela Cassidy,19765122,11,32,57,7.657605174,6.416802483,1,2,2,0,0,2,7,3,0,2,37,69,64,13.34902994,52.80449774,intermediate_frontend,FRONTEND,IA
Frances Mccarter,35460110,22,32,63,19.5949291,2.323887167,2,3,7,2,2,2,3,3,0,0,71,100,77,28.6877174,44.67956941,intermediate_frontend,FRONTEND,BDD
Nicholas Gordon,4582911,8,70,48,5.730648218,3.326104788,4,1,4,0,0,7,0,3,0,0,81,74,66,71.6764757,70.20007666,intermediate_backend,BACKEND,BDD
Salvatore Fletcher,87238853,46,63,36,45.90269658,38.56083743,4,2,3,0,2,5,3,4,1,0,64,70,71,45.15525982,6.891151062,intermediate_backend,BACKEND,BDD
Rita Jung,13353217,55,44,1,19.16781899,1.592298577,8,1,5,0,2,4,4,1,2,2,72,68,87,51.25548631,21.82724346,intermediate_datascience,DATASCIENCE,BDD
Christopher Bills,23477854,14,21,32,11.66196839,15.52403909,5,1,5,1,2,8,6,7,0,1,79,90,51,53.1486855,67.22934462,intermediate_backend,BACKEND,IA
Anthony Dickinson,56799648,48,69,30,33.4864715,49.16048088,7,4,2,0,2,3,4,7,1,2,64.93900101,77,83,41.10365059,45.91383311,intermediate_backend,BACKEND,IA
Steve Chantler,14710835,45,81,67,31.11239003,6.448476807,8,6,4,0,2,7,5,5,0,1,75,63,49,56.63468789,7.810685994,intermediate_backend,BACKEND,BDD
Gary George,84133594,44,52,64,14.33676617,47.14436298,5,4,5,2,1,6,7,0,2,2,60,71,74,42.04139079,57.77770222,intermediate_frontend,FRONTEND,IA
Arnold Sears,96527520,56,37,45,43.99370038,19.31138368,3,5,3,0,0,3,5,2,0,0,54,66,57,5.142841593,43.83054916,intermediate_datascience,DATASCIENCE,IA
Lea Stafford,80241487,46,58,24,41.41729703,52.45743691,5,0,1,0,0,4,5,1,1,2,68,69,63,14.99143128,40.29297475,intermediate_backend,BACKEND,IA
Gary Lowe,3447346,16,55,14,3.496775384,49.58855309,6,7,8,2,1,3,5,7,0,2,54,68,54,5.873989532,59.57466288,intermediate_backend,BACKEND,IA
Dion Jahr,77392712,35,45,20,21.8923893,8.866532875,6,4,4,1,2,2,5,5,2,2,84,56,55,67.86746537,46.72162182,intermediate_datascience,DATASCIENCE,BDD
Scarlet Tirado,70645321,7,45,11,2.744943804,17.12599326,3,5,3,0,0,4,5,2,1,1,83,74,67,49.41065901,23.39052069,intermediate_backend,BACKEND,BDD
Kurt Helms,93613593,50,46,79,49.47740596,6.192811341,5,3,2,1,1,5,3,3,1,1,67,67,56,64.6546553,36.50171084,intermediate_frontend,FRONTEND,BDD
Charles Stindt,70033457,58,61,20,27.77230332,47.27365862,7,1,6,2,1,5,3,6,2,0,52,63,100,37.34261598,54.13367352,intermediate_backend,BACKEND,IA
Larry Cummings,71670123,41,49,41,9.361127126,24.70212086,1,3,2,1,1,1,7,2,0,2,76,37,45,37.64515932,2.397233144,intermediate_datascience,DATASCIENCE,BDD
Ruth Harris,86553226,62,41,12,23.67517276,38.08111059,5,4,5,0,0,6,4,8,0,0,66,64,57,61.55461906,21.02865855,intermediate_datascience,DATASCIENCE,BDD
Michael Vance,81157154,42,36,53,27.46121237,7.495747736,6,0,5,1,1,7,6,7,1,2,85,59,99,82.08976824,22.92621034,intermediate_frontend,FRONTEND,BDD
Christopher Tadlock,46057347,54,73,24,4.108826053,50.25083929,7,1,9,1,1,3,5,6,2,0,55,66,88,34.50471957,17.97444912,intermediate_backend,BACKEND,IA
Donna Lovelace,39511601,0,36,4,0,35.6125258,6,4,5,2,0,7,2,4,1,0,75,77,60,46.95521253,39.14733183,intermediate_backend,BACKEND,IA
Johnnie Sanchez,39216436,15,63,19,13.96837139,41.91901949,6,2,10,2,1,0,0,3,1,1,61,83,95,35.38154514,66.0842647,intermediate_backend,BACKEND,IA
Marquis Aziz,42555136,53,41,79,45.06922775,2.819731246,2,4,1,2,0,3,5,4,2,1,62,35,77,5.25036365,16.78541295,intermediate_frontend,FRONTEND,BDD
